名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
衡水日租房联盟四院店hsxc1980,"
                房屋干净，卫生，精品装修，交通便利，小区环境优美，东有购物中心，西有信誉楼，购物商场，南有百货大楼，
            ",100%,48 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,53平米,提供,衡水-桃城区-康居路与中华南大街交叉路口往西约50米-红日景园,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂']",,,0,,128,,100.0%,100.0%,100.0%,9,5.0
衡水日租房联盟腾达,"
                简约时尚国际范，爱的小屋，交通便利，服务设施齐全，环境优美，树荫下的小屋
            ",100%,24 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,52平米,提供,衡水-桃城区-前进南大街辅路,衡水,桃城区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂']",,,0,,94,,100.0%,100.0%,100.0%,9,5.0
衡水日租房联盟爱特店hsxc1980,"
                紧邻火车站，交通方便，爱特购物中心西邻，环境优美周围，周围，大型商场，学校，是您出行的**选择
            ",100%,26 晚,普通公寓,1室0厅,整租,"双人床
单人床",2张,3人,1,48平米,提供,衡水-桃城区-和平西路266号-御园·福郡,衡水,桃城区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '浴缸', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂']",,,0,,102,,100.0%,100.0%,100.0%,9,5.0
【自营】衡水日租房联盟龙溪顺店,"
                一室一厅，一厨一卫，干净卫生，小区环境优雅，周边公园学校医院齐全，紧邻五中，十四中，十三中
            ",100%,18 晚,普通公寓,1室0厅,整租,"双人床
沙发床",2张,3人,1,56平米,提供,衡水-桃城区-前进大街-五洲国际东门,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂']",,,0,,128,,100.0%,100.0%,100.0%,9,5.0
衡水日租房联盟吉美家居店hsxc1980,"
                 房子位置优越，干净卫生，一次性用品，齐全，小区环境优美，设施齐全，紧邻五中，十三中，十四中，衡百国际，周围大型商场，医院齐全，
            ",100%,24 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,96平米,提供,衡水-桃城区-前进南大街辅路,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂']",,,0,,150,,100.0%,100.0%,100.0%,9,5.0
衡水日租房联盟居然之家店hsxc1980,"
                一室一厅，一厨一卫，干净卫生，小区环境优雅，周边公园学校医院齐全，紧邻五中，十四中，十三中
            ",100%,18 晚,普通公寓,1室0厅,整租,"双人床
沙发床",2张,3人,1,56平米,提供,衡水-桃城区-前进大街-五洲国际东门,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂']",,,0,,118,,100.0%,100.0%,100.0%,9,5.0
衡水日租房联盟腾达新城01号店,"
                环境优美，购物方便，交通便利，干净卫生，纯阳面，阳光明媚，主力打造经济型住房
            ",100%,18 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,40平米,提供,衡水-桃城区-永兴西路,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂']",,,0,,94,,100.0%,100.0%,100.0%,9,5.0
衡水日租房联盟宁安路店,"
                嗨，我们是衡水日租房联盟，我们是一群普通的创业者，身为衡水本地人，很高兴可以接纳四方的朋友，我们衡水日租房联盟期待与你的相遇，房子都是我们精心设计的，愿您喜欢上我们衡水日租房联盟的小屋，打开门的那一刻，你会发现，这里的点点滴滴都是我们的员工精心设计的，用心装扮的，真心的希望能够给每一个客人带来家的温馨和舒适，房间以温馨书香为基础，全是主色调，床品也不例外哦，从颜色搭配到家具壁画都是我们精挑细选的 
关于户型
您现在需要预订的房子是一室一厅一卫全智能，干净整洁，有厨房，通风好生辰，打开窗户，呼吸下新的空气，另您精神焕发，开始一天幸福美好的生活
关于客厅
我们的客厅有沙发，百兆WIFI有线电视茶几，你可以和家人一起看电影，看电视，让这个小家给你带来温馨舒适的感觉
关于卧室
我们的卧室有一米八的双人床，可供两人居住，床垫硬度适中，枕头是棉田村，希望您有一个舒适的睡眠
关于卫生间
卫生间内设有24小时热水，洗发膏，沐浴露，洗手液，毛巾，浴巾，拖鞋，吹风机，一次性牙膏，牙刷等必备物品，军事，我们按照公司要求进行标配化管理，请您放心使用，无需自带，另外设有洗衣机，洗衣机是免费试用的，可以满足您随时随地洗衣的需求
房屋配置国家认可的智能门锁一克一密码出入无需钥匙，门卡安全省心
关于保洁方面
我们衡水日租房联盟有专业的保洁团队，专业保洁清扫，让您住的安心放心，全自动入住，给您安静的享受，

            ",100%,28 晚,普通公寓,1室1厅,整租,"双人床
单人床",2张,3人,1,65平米,提供,衡水-桃城区-永兴西路1568号-腾达新城,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂']",,,0,,102,,100.0%,100.0%,100.0%,9,5.0
高铁站衡百国际二中五中十三十四中阳光两室,"
                两个卧室，向阳房间，电视，空调，无线网，全自动洗衣机，灶具宽敞舒适！
回家般的自由自在！
            ",100%,28 晚,酒店式公寓,2室1厅,整租,双人床,2张,4人,1,80平米,提供,衡水-桃城区-永兴西路1389号-五洲国际官邸,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '沙发', '茶几']",,,0,,150,,100.0%,100.0%,94.3%,2,5.0
衡百国际十三十四中兴逸嘉园清新风大床房！,"
                整个房子为小清新田园风格，卧室有飘窗。南向阳光明媚温暖，室内设施齐全，床品舒适，洗衣做饭，像家一样的悠闲自在！高层住宅高档小区，门禁，24小时保安巡逻，安全安静，到家模式！
            ",100%,26 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,62平米,提供,衡水-桃城区-人民路清平街南行-兴逸城小区,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '泳池', '有窗户', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '刀具菜板', '燃气灶', '灭火器']",,,0,,128,,100.0%,100.0%,94.3%,2,5.0
衡百国际附近/五中/14中/13中/衡水学院温馨大床房,"
                前进街五洲国际小区，小区环境优雅，有山有水有花有草，小区保安24小时巡视，小区周围设施齐全，大型商场，超市，图片真实双人大床全自动的洗衣机/天然气做饭/空调/液晶电视/冰箱/热水器，舒适的大床，优雅的环境让你舒舒服服的睡个好觉。
            ",100%,16 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,88平米,提供,衡水-桃城区-清平街-五洲国际小区,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '燃气灶', '电饭煲', '花园']",,,0,,158,,100.0%,100.0%,100.0%,9,3.889
薰衣草时光衡水学院二中十三中十四中英才学,"
                房间阳面，总面积超过40平米，**新装修，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光极佳。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。
一张2米，2米的大床，一张折叠单人床，热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2017年新装修，干净卫生，床铺一客一换。
            ",100%,28 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,48平米,提供,衡水-桃城区-和平路前进街交叉口-恒丰蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上']",,,0,,150,,100.0%,100.0%,96.7%,14,4.643
三茶（阳光正好）—— 近二中/七中/十三中/单人间/长租可优惠,"
                房东为90后乐观少年。我们也在不断的摸索更为舒适的居住环境，希望您的每次入住都有更为贴心的感受。本套房屋位于衡水市胜利路自强街口，距离衡水站仅为1.1公里房子周边设施齐全，紧邻胜利路便民市场，小区门口即有水产店，随时能保证吃到新鲜的蔬菜；距离吉美超市（中心街店）仅为555米，方便您的购物；距离衡水市中医院为452米。周边各种设施齐全，能够满足您的各种需求。屋内为您准备了海尔冰箱、滚筒洗衣机，厨房为您准备燃气灶、电磁炉以及各种炊具，您所盖的被褥均为自家棉花制作，纯手工制作。如果有女生不方便，我们还贴心的为您准备了月经垫。住在这里会给您一种亲切感，因为这里就是家。
            ",100%,44 晚,小区住宅,2室1厅,单间,单人床,1张,1人,1,20平米,提供,衡水-桃城区-河北省衡水市桃城区胜利路自强街口 -统计局家属院,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '餐具炊具', '电吹风', '接待外宾', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶']",作为一个吃货我也在不断寻找衡水隐藏的美食，如果您也一样有兴趣我们共同去探店。小区东侧紧邻胜利路菜市场，买菜非常方便。附近配有24小时便利店、品汇KTV，24小时药店。生活便利，附近医院为衡水市中医院，距离仅为450米。周边配有大型超市-吉美超市。生活气息浓烈。,房子位于胜利路自强街口，楼下有14路、20路两条公交路线，交通方便。,0,,229,,100.0%,100.0%,100.0%,9,5.0
三茶（窗外云朵） 近二中/七中/十三中/衡水站,"
                此房源为小区的民宿，房东为90后乐观少年。我们也在不断的摸索更为舒适的居住环境，希望您的每次入住都有更为贴心的感受。本套房屋位于衡水市胜利路自强街口，距离衡水站仅为1.1公里，入住方便。房子周边设施齐全，紧邻胜利路便民市场，小区门口即有水产店，随时能保证吃到新鲜的蔬菜；距离吉美超市（中心街店）仅为555米，方便您的购物；距离衡水市中医院为452米。周边各种设施齐全，能够满足您的各种需求。屋内为您准备了海尔冰箱、滚筒洗衣机，厨房为您准备燃气灶、电磁炉以及各种炊具，您所盖的被褥均为自家棉花制作，纯手工制作。如果有女生不方便，我们还贴心的为您准备了月经垫。住在这里会给您一种亲切感，因为这里就是家。
            ",100%,26 晚,小区住宅,4室1厅,单间,双人床,1张,1人,1,8平米,提供,衡水-桃城区-胜利路自强街口 -统计局家属院,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '餐具炊具', '电吹风', '接待外宾', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶']",作为一个吃货我也在不断寻找衡水隐藏的美食，如果您也一样有兴趣我们共同去探店。小区东侧紧邻胜利路菜市场，买菜非常方便。附近配有24小时便利店、品汇KTV，24小时药店。生活便利，附近的医院为衡水市中医院，距离仅为450米。周边配有大型超市-吉美超市。生活气息浓烈。,房子位于胜利路自强街口，楼下有14路、20路两条公交路线，交通方便。,0,,229,,100.0%,100.0%,100.0%,9,5.0
三茶（桃花源）——可住8人/近二中/七中/十三中/衡水站，长租 一楼带小院,"
                此房源为小区带小院的民宿，房东为90后乐观少年。我们也在不断的摸索更为舒适的居住环境，希望您的每次入住都有更为贴心的感受。本套房屋位于衡水市胜利路自强街口，距离衡水站仅为1.1公里，房源入住方便。房子周边设施齐全，紧邻胜利路便民市场，小区门口即有水产店，随时能保证吃到新鲜的蔬菜；距离吉美超市（中心街店）仅为555米，方便您的购物；距离衡水市中医院为452米。周边各种设施齐全，能够满足您的各种需求。屋内为您准备了海尔冰箱、滚筒洗衣机，厨房为您准备燃气灶、电磁炉以及各种炊具，您所盖的被褥均为自家棉花制作，纯手工制作。如果有女孩子不方便，我们也为您贴心的准备了月经垫。住在这里会给您一种亲切感，因为这里就是家。
            ",100%,24 晚,小区住宅,4室1厅,整租,"双人床
双人床
双人床
单人床
单人床",5张,8人,1,100平米,提供,衡水-桃城区-胜利路自强街口-统计局家属院,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '餐具炊具', '电吹风', '接待外宾', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶']",作为一个吃货我也在不断寻找衡水隐藏的美食，如果您也一样有兴趣我们共同去探店。小区东侧紧邻胜利路菜市场，买菜非常方便。附近配有24小时便利店、品汇KTV，24小时药店。生活便利，附近医院为衡水市中医院，距离仅为450米。周边配有大型超市-吉美超市。生活气息浓烈。,,1, 挺温馨的，客厅有三幅画，很喜欢，还有五子棋，喜欢这样的氛围，交通这边也很方便，也可以做饭，老板人很好，很细心,999,5.0,100.0%,100.0%,100.0%,9,5.0
三茶（拾光）—— 近二中/七中/十三中/可住2人/长租可优惠,"
                此房源为小区的民宿，房东为90后乐观少年。我们也在不断的摸索更为舒适的居住环境，希望您的每次入住都有更为贴心的感受。本套房屋位于衡水市胜利路自强街口，距离衡水站仅为1.1公里，入住方便。房子周边设施齐全，紧邻胜利路便民市场，小区门口即有水产店，随时能保证吃到新鲜的蔬菜；距离吉美超市（中心街店）仅为555米，方便您的购物；距离衡水市中医院为452米。周边各种设施齐全，能够满足您的各种需求。屋内为您准备了海尔冰箱、滚筒洗衣机，厨房为您准备燃气灶、电磁炉以及各种炊具，您所盖的被褥均为自家棉花制作，纯手工制作。如果有女生不方便，我们还贴心的为您准备了月经垫。住在这里会给您一种亲切感，因为这里就是家。
            ",100%,42 晚,小区住宅,4室1厅,单间,双人床,1张,2人,1,20平米,提供,衡水-桃城区-河北省衡水市桃城区胜利路自强街口-统计局家属院,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '餐具炊具', '电吹风', '接待外宾', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶']",作为一个吃货我也在不断寻找衡水隐藏的美食，如果您也一样有兴趣我们共同去探店。小区东侧紧邻胜利路菜市场，买菜非常方便。附近配有24小时便利店、品汇KTV，24小时药店。生活便利，附近医院为衡水市中医院，距离仅为450米。周边配有大型超市-吉美超市。生活气息浓烈。,房子位于胜利路自强街口，楼下有14路、20路两条公交路线，交通方便。,0,,256,,100.0%,100.0%,100.0%,9,5.0
三茶（远山） 近二中/七中/十三中/衡水站,"
                此房源为小区一楼带小院的民宿，房东为90后乐观少年。我们也在不断的摸索更为舒适的居住环境，希望您的每次入住都有更为贴心的感受。本套房屋位于衡水市胜利路自强街口，距离衡水站仅为1.1公里，入住方便。房子周边设施齐全，紧邻胜利路便民市场，小区门口即有水产店，随时能保证吃到新鲜的蔬菜；距离吉美超市（中心街店）仅为555米，方便您的购物；距离衡水市中医院为452米。周边各种设施齐全，能够满足您的各种需求。屋内为您准备了海尔冰箱、滚筒洗衣机，厨房为您准备燃气灶、电磁炉以及各种炊具，您所盖的被褥均为自家棉花制作，纯手工制作。如果有女生不方便，我们还贴心的为您准备了月经垫。住在这里会给您一种亲切感，因为这里就是家。
            ",100%,44 晚,小区住宅,4室1厅,单间,双人床,1张,2人,1,20平米,提供,衡水-桃城区-河北省衡水市桃城区胜利路自强街口 -统计局家属院,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '餐具炊具', '电吹风', '接待外宾', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂']",作为一个吃货我也在不断寻找衡水隐藏的美食，如果您也一样有兴趣我们共同去探店。小区东侧紧邻胜利路菜市场，买菜非常方便。附近配有24小时便利店、品汇KTV，24小时药店。生活便利，附近医院为衡水市中医院，距离仅为450米。周边配有大型超市-吉美超市。生活气息浓烈。,房子位于胜利路自强街口，楼下有14路、20路两条公交路线，交通方便。,0,,269,,100.0%,100.0%,100.0%,9,5.0
衡水学院蓝波湾海底世界主题电动船床房,"
                房间阳面，衡水学院附近蓝波湾海底世界电动船床主题房，电动床，电动床，电动床，重要的事情说三遍。总面积超过40平米，**新装修，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光极佳。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。
一张1.8米，2米的大床，热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2018年新装修，干净卫生，床铺一客一换。
            ",100%,42 晚,普通公寓,1室0厅,整租,圆床,1张,2人,1,42平米,提供,衡水-桃城区-河西和平路与前进大街交叉口东北角-恒丰蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '茶几', '净水机', '洗浴用品', '牙具', '香皂']",,,0,,200,,100.0%,100.0%,96.7%,14,4.643
美式衡水学院/二中/十三中/五中/十四中,"
                （新豪华装修）一室一厅，可住2人，可以带一名10岁以下的孩子。
房间阳面，总面积超过40平米，**新装修，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光极佳。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。
一张1米8，2米的大床，一张单人沙发，可睡160米以下的孩子，热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2017年新装修，干净卫生，床铺一客一换。
            ",100%,42 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,52平米,提供,衡水-桃城区-河西和平路与前进大街交叉口东北角-恒丰蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品']",,,0,,150,,100.0%,100.0%,96.7%,14,4.643
衡水学院蓝波湾主题房三生三世十里桃花,"
                房间阳面，三生三世主题房，总面积超过40平米，**新装修，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光极佳。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。
一张1.8米，2米的大床，热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2018年新装修，干净卫生，床铺一客一换。
            ",100%,43 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,42平米,提供,衡水-桃城区-河西和平路与前进大街交叉口东北角-恒丰蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁']",,,0,,180,,100.0%,100.0%,96.7%,14,4.643
欧式衡水学院/二中/十三中/十四中/五中,"
                房间阳面，总面积超过40平米，**新装修，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光极佳。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。
一张2米，2米的大床，一张折叠单人床，热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2017年新装修，干净卫生，床铺一客一换。
            ",100%,42 晚,普通公寓,1室0厅,整租,圆床,1张,2人,1,42平米,提供,衡水-桃城区-河西和平路与前进大街交叉口东北角-恒丰蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '洗浴用品']",,,0,,148,,100.0%,100.0%,96.7%,14,4.643
衡水学院蓝波湾主题圆床房,"
                房间阳面，总面积超过40平米，**新装修，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光极佳。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。
一张2米，2米的圆床，热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2018年新装修，干净卫生，床铺一客一换。
            ",100%,42 晚,普通公寓,1室0厅,整租,圆床,1张,2人,1,42平米,提供,衡水-桃城区-河西和平路与前进大街交叉口东北角-恒丰蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '洗浴用品']",,,0,,150,,100.0%,100.0%,96.7%,14,4.643
｛康姐民宿｝汇中广场复/跃层商务双大床,"
                小复式跃层，诠释不一样得民宿体验，这里点点滴滴都是我精挑细选，精心装扮的，希望能给你留下美好的回忆。
商务双大床，非常适合差旅，家庭出游，亲子出游，接待贵宾。
配有办公桌，空调，高速wifi。
【户型】一室一厨一卫敞开式loft复式跃层，落地窗宽敞明亮，环境整洁，给你视野舒适感觉。
【客厅】，一层沙发茶几，小厨房，卫生间，办公桌桌椅，光纤宽带网络，高速wifi，
【二楼卧室】二张双人床，一个全新品牌空调，精选舒适床垫，五星级枕芯，纯棉床品，床品保证一客一换。
【厨房】品牌油烟机，品牌多功能电饭锅，锅具，盘子碗，调料食材自备，做饭需另计费。
【卫生间】卫生间配备吹风机。品牌大容量电热水器，保障24小时热水，品牌沐浴液。洗发水，一次性洗漱用品，拖鞋，
【优势】房间配备智能门锁，密码自动一客一换，安全放心安心，出入无需钥匙门卡，专业保洁团队，卫生有保障，舒适优质床品，给你舒适的睡眠护航。
专业入住指导，全程自助式入住，给你最舒心的感受。
位置非常好，南邻哈院，北邻休闲广场，火车站汽车站，华澳，新华书店，红旗影院，全自动洗衣机，全新空调，智能密码门锁，智能热水器可以畅快淋漓的洗澡哦，可以简单做饭，无明火厨房，健康安全。





此价格不包含做饭加人加时以及税票的税票，需要做饭的客人需要另付30元1天。请务必提前告知房东，方便提前备好厨具餐具，需要税票请联系房东
            ",100%,26 晚,普通公寓,1室1厅,整租,双人床,2张,4人,1,90平米,提供,衡水-桃城区-红旗大街汇中广场-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲']",,,0,,218,,100.0%,92.9%,86.9%,18,3.044
怡然城二中北外环高铁附近豪华大床房,"
                精装三居室，南北通透，全新家具家电，热水洗浴，燃气入户，洗衣做饭租住自由
            ",100%,22 晚,小区住宅,3室1厅,整租,"双人床
双人床",3张,6人,1,120平米,提供,衡水-桃城区-榕花街裕华路-恒茂城,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '电脑', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下']",,,0,,298,,100.0%,100.0%,100.0%,6,5.0
怡然城二中附近超大空间两居室,"
                精装两居室，南北通透，全新家具家电拎包入住
            ",100%,22 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,98平米,提供,衡水-桃城区-榕花街大庆路-康城世纪,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下']",周围服务设施齐全，楼下菜市场，饭店，路北医院近在咫尺，怡然城集购物餐饮健身娱乐于一体，,路公交直达,0,,189,,100.0%,100.0%,100.0%,6,5.0
