名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
临近宝坻劝宝购物广场，火车站，餐饮娱乐一条街，北欧风一室一厅大床房,"
                房子位于宝坻城中心，小区叫钰鑫园（桃园印象）周边有大型购物广场，餐饮娱乐一条街近在咫尺，紧邻火车站，汽车站宝坻三中，南关大街（育英中学）【户型功能】我家是温馨1居（一室一厅一卫一厨）房，房源有1张双人床可供2人居住，希望您有个舒适的睡眠。【尽显私密】房源配置智能密码锁，出入无需钥匙，全程自助，给您安静的享受。【干净卫生】我们有专业的保洁清扫，让您住的安心
            ",100%,24 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,105平米,提供,天津-宝坻区-宝坻区钰华街道-钰鑫园（桃园印象）,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶', '灭火器', '花园']",我们小区20米有个公园，是休闲锻炼的好去处，附近有购物广场，餐饮一条街,,0,,168,,100.0%,100.0%,100.0%,3,5.0
中关村学校对门；四中附近；天宝工业园附近的实木大床房,"
                新小区位置在城北西大寺附近；中关村小学对门；天宝工业园区南不远
            ",100%,18 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,78平米,提供,天津-宝坻区-朝霞街道-园景家园,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '灭火器', '花园', '观景露台']",,城北西大寺附近,0,,98,,100.0%,100.0%,100.0%,4,5.0
近天宝工业园区新中式大床房,"
                城北西大寺附近；天宝工业园南不远
            ",100%,18 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,55平米,提供,天津-宝坻区-朝霞街道-鑫海家园,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '电脑', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '灭火器', '花园', '观景露台']",,,0,,98,,100.0%,100.0%,100.0%,4,5.0
近天宝工业园区,"
                新小区位于天宝工业园区南不远，
            ",100%,18 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,55平米,提供,天津-宝坻区-朝霞街道-鑫海家园,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '灭火器', '花园', '观景露台']",,小区位于西大寺附近；,0,,98,,100.0%,100.0%,100.0%,4,5.0
县医院西500米；劝业广场附近；北大副属西邻居；建设路小学东邻居、三中斜对门,"
                实木家具精装修、安静卫生；一客一换
            ",100%,18 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,55平米,提供,天津-宝坻区-宝平街道-腾悦馨园,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '灭火器', '花园', '观景露台']",新小区；周边有饭店，劝业广场；建身广场；学校；超市、县医院，在城中心繁华地段,小区位于县医院西500米，劝业广场走路10分钟；北大副属西邻居、建设路小学东邻居：三中斜对门,0,,110,,100.0%,100.0%,100.0%,4,5.0
【悠家】东疆港海滩|海景|黄金人工沙滩公园|方特|海昌极地海洋馆|邮轮母港|保税区|水魔方|航母,"
                他们的世界在画里
而你的世界在这里！
小屋位于东疆港上东花苑，开窗即是海视野超棒，前方无遮挡，不管是闺蜜趴还是家庭出游都是不错的选择！周围有大型超市，市场，饭店，药店，吃住玩都非常方便！面朝大海，满眼海景！黄金海滩，游轮母港，可淌水嬉戏，可游泳，可沙滩上拾贝壳、捉螃蟹!海鲜蔬菜市场很方便，楼下都有菜市场和超市，海鲜是平价，因为这里是住宅区，针对当地的居民，价格反而不高哦~闲情时可亲自动手操刀做一顿丰盛的美食!巧妙利用空间，营造出温馨的就餐环境，柔软舒适的定制床上用品和洗漱用品，给您良好的住宿体验！窝在沙发上，泡杯茶，看着海景或看一部喜欢的电视剧，和好友聊聊天，这一切都是如此美好！超惬意~
            ",100%,18 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,96平米,提供,天津-滨海新区-观澜路-东疆港上东花苑,天津,滨海新区,"['无线WIFI', '电视', '淋浴', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '落地窗', '沙发', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '微波炉']",,,0,,408,,100.0%,100.0%,100.0%,1,5.0
卧室两个双人大床，暖气空调齐全,"
                房屋设施齐全，小区安静舒适，购物方便
            ",100%,18 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,75平米,提供,天津-宝坻区-海滨街道-挹青园小区,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '燃气灶', '花园', '观景露台']",,,0,,150,,100.0%,100.0%,100.0%,1,5.0
近商圈近医院【悠家*语默里】国家会展中心/大学城/海河故道公园/高尔夫俱乐部/鸭淀水库,"
                 1
            ",100%,16 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,57平米,提供,天津-津南区-辛庄镇-鑫旺里小区,天津,津南区,"['无线WIFI', '电视', '淋浴', '暖气', '电冰箱', '全天热水', '厨房', '毛巾', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '洗浴用品', '牙具', '燃气灶']",,,0,,268,,100.0%,100.0%,100.0%,1,5.0
【社会山】近南站张家窝万达影城现代两居,"
                Hi，我是Sumi，天津人，不是小家碧玉，跟温柔婉约也不搭扛，天生嘻嘻哈哈粗线条的乐天。同时我还是个细节控,愿为你的旅途打造舒适的住所?读书期间就四处游历，住过大大小小的民宿,喜欢民宿温馨又独特的氛围,希望我用心布置的小房子能为您的旅途增添一份特别的记忆? 【户型】我的房子是2室1厅1厨1卫，干净整洁，有厨房，有一张1.5一张1.5米双人床，可供4人居住，1个卫生间。房屋采光良好，明媚的阳光照射进来非常温暖，让您沐浴阳光，静静的享受着自然日光给您带来的安逸和温暖。通风很好，清晨打开窗户呼吸下新鲜空气，精神焕发，开始一天幸福美好的生活 【卧室】主卧次卧分别有一张1.5和一张1.5米双人床【客厅】客厅有舒适沙发、百兆wifi、有线电视、餐桌、椅子。您可以和家人一起看电影，让这个小家给您带来温馨舒适的感受 【卫生间】吹风机，洗衣机、洗衣液等。洗发沐浴液、毛巾、浴巾、洗漱用品均按标准为您准备齐全，请放心使用，无需自带 精心设计，风格简约温馨。 近南站、张家窝公园、嘉佑温泉。房屋配置智能密码锁,一客一密码。方便又安全。 专业入住指引,全程自助,给您安静的享受。
            ",100%,38 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,89平米,提供,天津-西青区-张家窝镇辛老公路万科四季花城-天津四季花城,天津,西青区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '餐具炊具', '电吹风', '有窗户', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '灭火器']",【美食】小区附近有唐城食府；小区周边有各类超市，您也可以自己选购食材回家烹饪； 在小区门口有小型便利店，出售日用百货、零食饮料、蔬菜、水果等,,0,,268,,100.0%,100.0%,100.0%,41,4.993
【南站】近张家窝社会山会议中心简约两居,"
                Hi，我是Sumi，天津人，不是小家碧玉，跟温柔婉约也不搭扛，天生嘻嘻哈哈粗线条的乐天。同时我还是个细节控,愿为你的旅途打造舒适的住所?读书期间就四处游历，住过大大小小的民宿,喜欢民宿温馨又独特的氛围,希望我用心布置的小房子能为您的旅途增添一份特别的记忆?
【户型】我的房子是2室1厅1厨1卫，干净整洁，有厨房，有一张1.8一张1.5米双人床，可供4人居住，1个卫生间。房屋采光良好，明媚的阳光照射进来非常温暖，让您沐浴阳光，静静的享受着自然日光给您带来的安逸和温暖。通风很好，清晨打开窗户呼吸下新鲜空气，精神焕发，开始一天幸福美好的生活 【卧室】主卧次卧分别有一张1.8和一张1.5米双人床【客厅】客厅有舒适沙发、百兆wifi、有线电视、餐桌、椅子。您可以和家人一起看电影，让这个小家给您带来温馨舒适的感受 【卫生间】吹风机，洗衣机、洗衣液等。洗发沐浴液、毛巾、浴巾、洗漱用品均按标准为您准备齐全，请放心使用，无需自带 【注意事项】退房时请将门禁卡放回原位，关闭电灯、空调等电器，关上门，就可以开始您的下一站行程了。押金会在查房后1~3天由平台退还至您的原账户里 请注意节约用电 请正确使用毛巾浴巾，勿作地垫、抹布等其他用途精心设计，风格简约温馨。 近南站、张家窝中心公园、社会山国际会议中心、嘉佑温泉。房屋配置智能密码锁,一客一密码。方便又安全。 专业入住指引,全程自助,给您安静的享受。
            ",100%,48 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,90平米,提供,天津-西青区-枣林大道逸阳文思国际小学南侧约220米-保利诺丁山尚林苑,天津,西青区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲']",【美食】小区附近有唐城食府；小区周边有各类超市，您也可以自己选购食材回家烹饪； 【周边】 小区距离社会山国际会议中心仅1.6km的距离，在小区门口有小型便利店，出售日用百货、零食饮料、蔬菜、水果等,,0,,268,,100.0%,100.0%,100.0%,41,4.993
【文艺花园】近鼓楼/近天津之眼/文艺三室,"
                近古文化街、天津之眼 沿地铁1、2号线，通达全程 房屋配置智能密码锁，一客一密码，出入无需钥匙门卡、 专业保洁清扫，品质床品，让您住的安心、 专业入住指引，全程自助，给您安静的享受【房屋优势】房屋配置智能密码锁，一客一密码，出入无需钥匙门卡、专业保洁清扫，品质床品，让您住的安心、专业入住指引，全程自助，给您安静的享受 【户型】我的房子是3室1厅1卫，干净整洁，有厨房，有3张床可供6人居住，有1个卫生间。 采光非常好，满满的阳光照射进来非常温暖，客厅为大窗，通风很好，打开窗户很凉快。每天阳光可晒到大床上，让您沐浴阳光下使得自然日光给您带来一天得温暖和幸福。 【客厅】客厅有四人座宜家风懒人沙发。千兆wifi、，餐桌；客厅可以让您和家人一起玩游戏、看电影，让这个小家给您带来舒适安心的感受 【卧室】卧室分别有三张1.5双人床，房主用心挑选家居床垫，希望您有个舒适的睡眠！在一夜安睡后醒来，开始美好的一天！床上为您准备好了封装的毛巾浴巾和牙膏牙刷浴帽，希望能给您的入住带来方便！ 【卫生间】吹风机，洗衣机一台（每月至少清洗消毒一次）。洗衣液等。洗发沐浴液、毛巾、浴巾、洗漱用品均按标准为您准备齐全，请放心使用，无需自带 【厨房】为客人准备了齐全的厨具，有锅具、碗、盘、筷子、勺子、刀具、菜板、电饭锅、电水壶等厨房用品。因为涉及到食品安全，暂不提供“基础调料”哦，希望您能理解。 【
            ",100%,16 晚,小区住宅,3室1厅,整租,双人床,3张,6人,1,100平米,提供,天津-南开区-北城街-金轩商业中心,天津,南开区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '厨房', '毛巾', '拖鞋', '电梯', '保安', '餐具炊具', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '灭火器']",【美食】小区附近有肯德基、麦当劳、等快餐；还有涮肚、新煮意、老城街小面等美食； 【周边】距离小区113米有大型物美超市，您也可以自己选购食材回家烹饪；距离本地的南市食品街，只有1.9公里的距离，在那里您可以品尝到各种网红小吃及当地特色美食；距离古文化街2.5公里，乘公交车849一共23分钟，打车9元；距离天津之眼3.8公里，乘849大概37分钟即可到达，打车大概会在11元左右 小区安全系数特别好，保安24小时服务，尽职尽责。在小区楼底下有小型便利店，出售日用百货、零食饮料、蔬菜、水果等,,0,,388,,100.0%,100.0%,100.0%,41,4.993
