名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
【尚城 】央美附中旁温馨两居室  赴京交通生活方便  适合陪读求职旅游 可常租,"
                此房为两房户型。无论您是居家旅游或是朋友拼房 都有各自独立的隐私空间 非常方便 。短租保证一客一换，拖鞋每客一消毒。长住客可送五天 一扫除。
小区旁为央美附中和中央美术学院 是同学们和家长陪读的上佳选择 
交通出行方便 。去北京有公交直达， 可10元拼车 。
小区门口超市 ，500m有大型超市 
银行 便利店 餐饮店众多 小区 为夏威夷南岸 ，高品质小区 ，安静 安全 光线好 景观宜人，干净整洁 是学习 工作 旅游短住长住的上佳选择 。
房东是位软装设计师兼空间收纳整理师。房间的每处角落细节 都考虑周全 用起来得心应手 
            ",100%,16 晚,小区住宅,2室1厅,整租,"双人床
双人床
沙发床",3张,4人,1,88平米,提供,廊坊-三河市-北蔡街-东方夏威夷南岸,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲']",央美附中中央美术学院就在隔壁，上学或是陪读非常方便。旁边有一两家羊汤-羊肉串 和羊蝎子都还不错,,0,,180,,100.0%,100.0%,100.0%,22,4.986
【宜居】东方夏威夷别墅区央美附中旁干净卫生两居室  赴京交通生活方便  适合陪读求职旅游 可常租,"
                小区 为东方夏威夷别墅区内，属高品质楼盘。小区内风景极好，百草丰茂，鸟语花香，景观宜人 ，此为高层南向，景观好，安静 安全 光线好 ，干净卫生宽敞明亮 是学习 工作 旅游短住长住的上佳选择 。
            ",100%,16 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,98平米,提供,廊坊-三河市-北蔡街-东方夏威夷,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '泳池', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '灭火器']",,,0,,238,,100.0%,100.0%,100.0%,22,4.986
【起点 】  赴京交通生活方便  适合陪读求职旅游 可常租,"
                此房为两房双卫户型。无论您是居家旅游或是朋友拼房 都有各自独立的隐私空间 非常方便 。短租保证一客一换，拖鞋每客一消毒。长住客可送五天 一扫除。
小区旁为央美附中和中央美术学院 是同学们和家长陪读的上佳选择 
交通出行方便 。去北京有公交直达， 可10元拼车 。
小区门口超市 ，500m有大型超市 
银行 便利店 餐饮店众多 小区 为夏威夷南岸 ，高品质小区 ，安静 安全 光线好 景观宜人，干净整洁 是学习 工作 旅游短住长住的上佳选择 。
房东是位软装设计师兼空间收纳整理师。房间的每处角落细节 都考虑周全 用起来得心应手 
            ",100%,16 晚,小区住宅,2室2厅,单间,双人床,1张,2人,1,28平米,提供,廊坊-三河市-北蔡街-圣得西区,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '泳池', '有窗户', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲']",,,1, 小区环境不错，外面下着雨有点江浙的感觉,88,5.0,100.0%,100.0%,100.0%,22,4.986
【温馨投影】独立套房！ 央美附中旁 有北京直达车 拼车赴京十元生活交通方便，陪读求职，实习，可长租,"
                1：地址是紧邻北京通州区的燕郊，夏威夷南岸‘小区内。

2：交通便利：815路直达国贸，893路直达潞城地铁站均可达北京。


公交营业时间为：早5：0-晚22:00。


免费提供增值服务，帮忙拼车从草房地铁站直达小区，只需10元，从国贸拼车回小区，15元，非常便利。

3：多间房屋，自由分配。

集体出行，可预订多间房屋，可集中分配，一三居，两居均有。

4：设备齐全：全屋空调，全天热水，全新洗衣机，集体供暖，极速wifi

5：周围便利：100米以内有小区菜市场，300米到中央美术学院，画展众多，2公里至华北科技大学图书馆，可自由出入，5公里至燕郊火车站，火车去北京更方便。

6：注意事项

1.每天免费用电量为5度，请节约用电，
2.浴巾为付费提供的一次性物品，十元一套，一张毛巾，一张浴巾。可自备，其他的纸巾，牙刷，沐浴露，洗发水都是可以免费提供的！
3.进屋请换拖鞋，以减少室内灰尘，拖鞋一克一刷，放于洗手间墙面滤水！请自行取拿，使用完的拖鞋，请放于地上即可，以便阿姨区分清洁
4.如需做饭，请提前告知房东，收取15一天的开火费提供全套锅碗瓢盆，简单调料使用
小区为夏威夷南岸是燕郊品质上乘的小区，安全，景观适人。房间内巨幅落地玻璃，视野宽广，阳光充沛，通风良好，干净整洁，有巨幅投影观影感觉甚佳，是学习，工作，旅游短住友人相聚，短租长租的上佳选择！
交通出行方便，门口就是车站，去北京有公交直达，可拼车
生活方便
1.楼下超市.300米就是肉菜市场，
2.银行便利店，餐饮店众多
3.学习方便
小区旁边为央美附中和中央美术学院，是同学们和家长陪读的上佳选择
4.适合家人，友人，情侣聚会。
            ",100%,16 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,58平米,提供,廊坊-三河市-北蔡街-东方夏威夷南岸A区,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '投影设备', '音响设备', '花园']",周边小吃店众多，聚集南北美食,,0,,168,,100.0%,100.0%,100.0%,22,4.986
【 荣耀】东方夏威夷别墅区央美附中旁干净卫生两居室  赴京交通生活方便  适合陪读求职旅游 可常租,"
                此房为两房双卫户型。无论您是居家旅游或是和友人相聚都是上佳的选择。一客一换，拖鞋每客一消毒。
小区旁为央美附中和中央美术学院 是同学们和家长陪读的上佳选择 
交通出行方便 。去北京有公交直达， 可10元拼车 。
小区门口超市 ，500m有大型超市 
银行 便利店 餐饮店众多小区 为东方夏威夷别墅区内，属高品质楼盘。小区内风景极好，百草丰茂，鸟语花香，景观宜人 ，此为高层南向，景观好，安静 安全 光线好 ，干净卫生宽敞明亮 是学习 工作 旅游短住长住的上佳选择 。
            ",100%,16 晚,小区住宅,2室0厅,整租,"双人床
双人床",2张,4人,1,80平米,提供,廊坊-三河市-北蔡街-东方夏威夷南岸A区,廊坊,三河市,"['淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '电吹风', '泳池', '有窗户', '洗浴用品', '牙具']",,,0,,268,,100.0%,100.0%,100.0%,22,4.986
【头等舱】央美附中旁温馨两居室  赴京交通生活方便  适合陪读求职旅游 可长租,"
                无论您是居家旅游或是朋友拼房 都有各自独立的隐私空间 非常方便 。短租保证一客一换，拖鞋每客一消毒。长住客可送五天 一扫除。
小区旁为央美附中和中央美术学院 是同学们和家长陪读的上佳选择 
交通出行方便 。去北京有公交直达， 可10元拼车 。
小区门口超市 ，500m有大型超市 
银行 便利店 餐饮店众多 小区 为夏威夷南岸 ，高品质小区 ，安静 安全 光线好 景观宜人，离北门近！干净整洁 是学习 工作 旅游短住长住的上佳选择 。
房东是位软装设计师兼空间收纳整理师。房间的每处角落细节 都考虑周全 用起来得心应手 。房间严格按照一客一消毒，拖鞋一客一刷的原则经营，请放心入住
            ",100%,16 晚,小区住宅,2室2厅,整租,"双人床
双层床",2张,4人,2,89平米,提供,廊坊-三河市-燕顺路-夏威夷南岸2期,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具', '电吹风', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲']",央美附中中央美术学院就在隔壁，上学或是陪读非常方便。旁边有一两家羊汤-羊肉串 和羊蝎子都还不错,,0,,235,,100.0%,100.0%,100.0%,22,4.986
【 阳光房】东方夏威夷别墅区央美附中旁干净卫生两居室  赴京交通生活方便  适合陪读求职旅游 可常租,"
                小区 为东方夏威夷别墅区内，属高品质楼盘。其他房源阳光极好，每次都有美好的阳光，丝丝缕缕的洒进房间。让人倍感舒适！小区内风景极好，百草丰茂，鸟语花香，景观宜人 ，此为高层南向，景观好，安静 安全 光线好 ，干净卫生宽敞明亮 是学习 工作 旅游短住长住的上佳选择 。
            ",100%,17 晚,小区住宅,2室0厅,整租,"双人床
双人床",2张,4人,2,80平米,提供,廊坊-三河市-北蔡街-东方夏威夷,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '电吹风', '泳池', '有窗户', '洗浴用品', '牙具']",,,0,,188,,100.0%,100.0%,100.0%,22,4.986
【中西合璧】东方夏威夷别墅区豪装两居公寓！ 央美附中旁 有北京直达车 拼车赴京十元生活交通方便，陪读,"
                小区为东方夏威夷别墅区。风景宜人，环境优美，是燕郊品质上乘的小区，安全。小区画室众多。此房为精装二居室，阳光充沛，通风良好，干净整洁，是学习，陪读，工作，旅游短住友人相聚，短租长租的上佳选择！
交通出行方便，门口就是车站，去北京有公交直达，可拼车
生活方便
1.楼下超市.300米就是肉菜市场，
2.银行便利店，餐饮店众多
3.学习方便
小区旁边为央美附中和中央美术学院，是同学们和家长陪读的上佳选择
4.适合家人，友人，情侣聚会。
            ",100%,16 晚,小区住宅,2室0厅,整租,双人床,2张,4人,1,128平米,提供,廊坊-三河市-北蔡街-东方夏威夷,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '泳池', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲']",,,0,,248,,100.0%,100.0%,100.0%,22,4.986
月圆花开投影温馨公寓！ 央美附中旁 有北京直达车 拼车赴京十元生活交通方便，陪读求职实习，可长租,"
                小区为夏威夷南岸是燕郊品质上乘的小区，安全，景观适人。房间内巨幅落地玻璃，视野宽广，阳光充沛，通风良好，干净整洁，有巨幅投影观影感觉甚佳，是学习，工作，旅游短住友人相聚，短租长租的上佳选择！
交通出行方便，门口就是车站，去北京有公交直达，可拼车
生活方便
1.楼下超市.300米就是肉菜市场，
2.银行便利店，餐饮店众多
3.学习方便
小区旁边为央美附中和中央美术学院，是同学们和家长陪读的上佳选择
4.适合家人，友人，情侣聚会。
            ",100%,16 晚,小区住宅,1室0厅,整租,"双人床
沙发床",2张,3人,1,40平米,提供,廊坊-三河市-北蔡街-东方夏威夷南岸,廊坊,三河市,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '投影设备', '灭火器', '观景露台']",,,0,,228,,100.0%,100.0%,100.0%,22,4.986
『一舍·不负韶华 』品质LOFT 自助入住 一次性毛巾浴巾/近燕京理工学院 弘阳广场 首尔甜城,"
                『一舍·不负韶华 』品质LOFT 自助入住 一次性毛巾浴巾/近燕京理工学院 弘阳广场 首尔甜城
            ",100%,16 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,36平米,提供,廊坊-三河市-燕顺路-首尔甜城39街区,廊坊,三河市,"['无线WIFI', '电视', '淋浴', '暖气', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '被子', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '音响设备', '灭火器']",,,0,,218,,100.0%,100.0%,100.0%,8,5.0
『一舍·安然若素』39街区 LOFT 观影 智能家电 自助入住/近首尔甜城/燕京理工学院 弘阳广场,"
                『一舍·安然若素』39街区 LOFT 观影 智能家电 自助入住/近首尔甜城/燕京理工学院 弘阳广场
            ",100%,16 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,36平米,提供,廊坊-三河市-燕顺路-首尔甜城39街区,廊坊,三河市,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '被子', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '音响设备', '灭火器']",,,0,,222,,100.0%,100.0%,100.0%,8,5.0
【太妃糖】龙华城近医院近学校豪华大客厅大一居私人影院/投影设备密码入住,"
                全屋豪华装修风格，高清投影让你在家就能感受影院的即视感，干净整洁的环境，舒服的大沙发，在这里让你彻底放松密码锁入住全程无接触，私密性更强，床品及浴室用品一客一换一消毒
            ",100%,16 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,68平米,提供,廊坊-固安县-永康路-龙华城小区(东门),廊坊,固安县,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '卡拉OK', '投影设备', '灭火器', '观景露台']",,,0,,168,,100.0%,70.0%,80.0%,5,5.0
【太妃糖·偏爱】地暖已开豪华大两居天园二期智能密码入住106国道新机场野生动物园,"
                豪华装修投影房，家一般的感受
            ",100%,26 晚,普通公寓,2室2厅,整租,"双人床
双人床",2张,4人,1,90平米,提供,廊坊-固安县-育英南路东迎宾街-天园2期,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '投影设备', '灭火器']",,,0,,199,,100.0%,70.0%,80.0%,5,5.0
【太妃糖·清心】温馨淡雅两居龙华城二期/近商圈医院新机场106国道野生动物园智能密码入住,"
                【太妃糖·清心】温馨淡雅两居龙华城二期/近商圈医院新机场106国道野生动物园智能密码入住
            ",100%,32 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,74平米,提供,廊坊-固安县-永康路与迎宾前街交叉口-龙华城二期,廊坊,固安县,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '卡拉OK', '投影设备', '音响设备', '灭火器', '花园', '观景露台']",,,0,,169,,100.0%,70.0%,80.0%,5,5.0
【太妃糖.日居】日式温馨投影大两居近106国道大广高速野生动物元新机场四中人民医院大客厅私人影院投影,"
                日式风格温馨大两居，干净整洁，舒服的床及沙发给您家一般的感觉，高清投影给您影院般的感受，床品及浴室用品一客一换一消毒，密码入住全程无接触
            ",100%,18 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,98平米,提供,廊坊-固安县-新源西街-太阳公园三期,廊坊,固安县,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '卡拉OK', '投影设备', '灭火器', '观景露台']",小区环境优美，附近生活方便超市饭店公交车站都很便利,,1, 可以，住的很舒服,199,5.0,100.0%,70.0%,80.0%,5,5.0
市中心住宅式公寓大床房密码锁一客一换,"
                市政府东2公里，密码锁入住，环境优雅。安静
            ",100%,18 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,45平米,提供,廊坊-霸州市-迎宾东道-宜园,廊坊,霸州市,"['淋浴', '空调', '暖气', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '智能门锁', '有窗户', '沙发', '洗浴用品', '牙具', '香皂', '桌面游戏', '灭火器']",,,0,,218,,100.0%,100.0%,100.0%,2,5.0
可做饭 停车方便 近影视小镇 创业大厦 喜来登 人大附中 樱花园 五环公园,"
                房间简欧装饰 小区内部喷泉 细沙游乐场
            ",100%,36 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,74平米,提供,廊坊-大厂回族自治县-X752(侯谭线)-潮白家园三期,廊坊,大厂回族自治县,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '有窗户', '落地窗', '沙发', '茶几', '加湿器', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '燃气灶', '电饭煲', '灭火器']",小区内部有公园喷泉，周边有很多大型公园，五环公园，中央公园，潮白河沙滩公园，樱花园，百亩银杏林等。非常宜居度假。,822，910等公交线路，直达北京潞城&土桥,0,,255,,100.0%,100.0%,100.0%,1,5.0
近廊坊会展中心/丝绸之路艺术中心/自然公园/廊坊文化艺术中心/第四大街,"
                独立高清投影房，和卧室分离独立的，独立家庭影院。75平米两居
            ",100%,18 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,75平米,提供,廊坊-广阳区-李四光路-孔雀城大学里二期,廊坊,广阳区,"['宽带上网', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶', '投影设备']",,,0,,208,,100.0%,100.0%,80.0%,3,5.0
近公交站中式大床房,"
                一室一厨一卫 一客一换 洗漱用品齐全
            ",100%,18 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,45平米,提供,廊坊-三河市-海油大街-福成上上城五期,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶']",,,0,,139,,100.0%,100.0%,80.0%,2,5.0
近医院 近商圈 出行方便,"
                精装修 可做饭 24小时热水 WiFi
            ",100%,16 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,45平米,提供,廊坊-三河市-燕昌路-福成尚街时代广场,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶']",,房间位于燕路 步行10分钟至国道有930 816 817 附近有813 814,0,,139,,100.0%,100.0%,80.0%,2,5.0
大厂影视小镇附近名宿（梓琪名宿）,"
                潞城地铁，樱花公园，五环公园，潮白河沙滩公园，环球影城尽在咫尺，非常适合商务休闲，旅游度假，情侣哟会
            ",100%,28 晚,酒店式公寓,2室2厅,整租,"双人床
双人床",2张,4人,1,78平米,提供,廊坊-大厂回族自治县-潮白河一期-榕枫园,廊坊,大厂回族自治县,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '花园', '观景露台']",,潞城地铁，换乘822直达友谊大桥附近,0,,238,,100.0%,100.0%,100.0%,1,5.0
温馨舒适小屋近东方大学城/开发区高速/国际会展中心/丝绸之路大剧院/大数据产业园,"
                独立高清投影房，和卧室分离的独立，私密家庭影院。80平米两居
            ",100%,16 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,80平米,提供,廊坊-广阳区-居易道-孔雀城大学里三期,廊坊,广阳区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '燃气灶', '投影设备', '灭火器', '花园']",,,0,,208,,100.0%,100.0%,80.0%,3,5.0
近东方大学城/近国际会展中心/近开发区高速口/自然公园/新世纪步行街/近丫咪食街,"
                独立高清投影房，和卧室分离的独立，私密家庭影院。80平米大两居
            ",100%,20 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,80平米,提供,廊坊-广阳区-居易道附近-孔雀城大学里三期,廊坊,广阳区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶', '投影设备', '灭火器']",,,3, 老板人不错，人非常好，房子住的舒服，干净，整洁，不错的选择+ 房子真干净卫生，停车免费方便，距离高速路口近，高清投影挺好的网速真快，老板人热情好客服务周到+ 房子真干净住着温馨舒适，环境真好，停车免费方便，距离高速路口近，高清投影网速刷刷快，老板人热情好客，下次还来！,218,5.0,100.0%,100.0%,80.0%,3,5.0
【网红ins】近大兴野生动物园/大兴机场/火车站/网红ins风拍照打卡必住民宿,"
                网红ins风格的装修，配备舒适的大床和床垫，相信您一定会舒舒服服的睡个好觉！除此之外卧室还有空调、衣柜、挂墙液晶电视、免费百兆wifi、以及独立的卫生间哦（24小时热水是妥妥的）！更多还有网红海洋球池及拍照房间，期待小姐姐小哥哥拍出的精美照片
            ",100%,38 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,115平米,提供,廊坊-固安县-新昌东街金海城东北侧220米-晨辉府邸,廊坊,固安县,"['无线WIFI', '电视', '空调', '暖气', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '接待儿童2到12岁', '牙具', '香皂']",,,0,,220,,100.0%,100.0%,100.0%,1,5.0
首尔甜城39街区loft商业配套齐全靠近诸葛店小学幼儿园楼下公交车站,"
                loft
            ",100%,22 晚,Loft公寓,1室0厅,整租,双人床,1张,2人,1,36平米,提供,廊坊-三河市-迎宾北路街道-39街区,廊坊,三河市,"['淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '电梯', '对讲门禁', '有窗户', '沙发', '茶几', '电磁炉']",,,0,,300,,100.0%,100.0%,100.0%,1,5.0
燕京理工学院，弘阳广场，星河园对面大屏投影，京秦高速，智能门锁，鑫乐汇沃尔玛,"
                燕京理工学院，弘阳广场，星河园对面大屏投影，京秦高速，智能门锁，鑫乐汇沃尔玛，精装修温馨大床房。百兆wifi。
            ",100%,30 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,40平米,提供,廊坊-三河市-燕灵路与化工路交叉口-甜城39街区,廊坊,三河市,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '投影设备', '灭火器']",【快客民宿】北欧简约风，燕京理工学院，弘阳广场，星河园对面大屏投影，京秦高速，智能门锁，鑫乐汇沃尔玛，精装修温馨大床房。百兆wifi。,,0,,159,,100.0%,100.0%,100.0%,9,5.0
【简爱民宿】北欧简约风，燕郊理工学院，弘阳广场，鑫乐汇沃尔玛，大屏投影，智能门锁,"
                【简爱民宿】北欧简约风，燕郊理工学院，弘阳广场，鑫乐汇沃尔玛，大屏投影，智能门锁无人接触，京秦高速附近。
            ",100%,40 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,45平米,提供,廊坊-三河市-燕郊高新区燕灵路与化工路交叉口-甜城39街区,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '音响设备', '灭火器', '花园']",,,0,,149,,100.0%,100.0%,80.0%,11,5.0
"【快客民宿】北欧麋鹿，距离燕京理工学院步行5分钟，离弘阳广场，大屏投影,星河苑正对面 可以做饭","
                欢迎您的入住
            ",100%,30 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,75平米,提供,廊坊-三河市-燕灵路与潮白大街交口-首尔甜城·方立方,廊坊,三河市,"['无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待老人60岁以上', '接待外宾', '被子', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '投影设备', '灭火器']",,,0,,159,,100.0%,100.0%,100.0%,9,5.0
